longitude,latitude
37.29645,55.65716
37.2966,55.65724
37.29797,55.65786
37.29841,55.65809
37.29906,55.65848
37.29925,55.65861
37.29928,55.65862
37.29973,55.65892
37.29997,55.6591
37.30009,55.65918
37.30066,55.65965
37.30316,55.662
37.30334,55.66216
37.30508,55.66378
37.30516,55.66385
37.30533,55.66402
37.30682,55.66541
37.30699,55.66556
37.30862,55.66707
37.3096,55.66793
37.31069,55.669
37.3108,55.6691
37.31104,55.66927
37.31118,55.66939
37.31213,55.67029
37.31226,55.6704
37.31244,55.67058
37.31334,55.67142
37.31368,55.67176
37.31641,55.67431
37.31702,55.67486
37.3172,55.67503
37.31927,55.6769
37.31937,55.677
37.32014,55.67767
37.32206,55.67944
37.32257,55.67987
37.3229,55.6802
37.32338,55.68064
37.32417,55.6814
37.32551,55.68264
37.32582,55.68287
37.32897,55.68584
37.33031,55.68702
37.33114,55.68783
37.33328,55.6898
37.33331,55.68982
37.33345,55.68995
37.33347,55.68998
37.33357,55.69006
37.33409,55.69054
37.33775,55.69414
37.33779,55.69417
37.33785,55.69423
37.33935,55.69558
37.3401,55.69617
37.34052,55.69647
37.3413,55.69695
37.34155,55.69712
37.34227,55.69758
37.34303,55.69803
37.34377,55.69845
37.34516,55.6992
37.3457,55.69945
37.34628,55.69975
37.3467,55.69998
37.34773,55.70052
37.34774,55.70053
37.34845,55.7009
37.35092,55.70229
37.35123,55.70244
37.35215,55.70295
37.35362,55.7037
37.35403,55.70392
37.35486,55.7044
37.3558,55.7049
37.35647,55.70529
37.35789,55.70606
37.36025,55.70739
37.36132,55.70794
37.36231,55.70843
37.3624,55.70846
37.36321,55.70877
37.36437,55.70924
37.36545,55.70965
37.36613,55.70989
37.36885,55.71065
37.37024,55.71097
37.37442,55.71171
37.37669,55.71208
37.37726,55.71219
37.38024,55.71265
37.38172,55.71286
37.38356,55.71316
37.38527,55.7134
37.38578,55.71349
37.38648,55.71358
37.3909,55.71426
37.39244,55.71452
37.39948,55.71555
37.40352,55.71625
37.40464,55.71648
37.40471,55.71649
37.40495,55.71654
37.40499,55.71654
37.4057,55.71668
37.41031,55.71751
37.41046,55.71753
37.4106,55.71756
37.41106,55.71764
37.41151,55.71773
37.41559,55.71848
37.41635,55.71861
37.41636,55.71861
37.41701,55.71872
37.41879,55.71905
37.41888,55.71907
37.424,55.71999
37.42428,55.72003
37.42546,55.72017
37.44054,55.72162
37.44096,55.72167
37.44133,55.72173
37.44159,55.72176
37.44385,55.7221
37.44408,55.72214
37.44458,55.72225
37.44495,55.72234
37.44515,55.72238
37.44658,55.72271
37.4475,55.72294
37.4476,55.72296
37.44825,55.72313
37.44871,55.72324
37.44881,55.72327
37.44918,55.72336
37.45006,55.7236
37.45008,55.7236
37.45075,55.72378
37.45194,55.72407
37.45447,55.72473
37.45665,55.72527
37.45828,55.72561
37.45885,55.72572
37.45994,55.72591
37.46105,55.72608
37.46228,55.72629
37.46355,55.72649
37.46942,55.72756
37.47026,55.7277
37.47265,55.72818
37.48094,55.7297
37.48111,55.72972
37.48326,55.73013
37.48535,55.7305
37.48559,55.73056
37.49064,55.73145
37.49099,55.73153
37.4913,55.73158
37.4916,55.73164
37.49198,55.7317
37.49347,55.73197
37.49627,55.73251
37.50551,55.7342
37.50576,55.73424
37.507,55.73447
37.50702,55.73448
37.50911,55.73487
37.51116,55.73523
37.5122,55.73543
37.51278,55.73551
37.51439,55.73569
37.51531,55.73581
37.51578,55.73586
37.51664,55.73592
37.51682,55.73596
37.51758,55.73608
37.51858,55.73626
37.51894,55.73634
37.52,55.73655
37.52415,55.73754
37.52737,55.73825
37.52756,55.7383
37.5308,55.73906
37.53128,55.73916
37.5315,55.73922
37.53165,55.73925
37.53182,55.7393
37.53198,55.73933
37.53241,55.73945
37.53517,55.74009
37.53555,55.74017
37.53558,55.74018
37.5363,55.74035
37.53687,55.74051
37.53893,55.74127
37.53989,55.74166
37.54013,55.74175
37.54076,55.74202
37.54175,55.74242
37.54271,55.74284
37.5439,55.74333
37.54479,55.74368
37.54484,55.74369
37.54532,55.74386
37.5461,55.74411
37.54709,55.74445
37.54812,55.74483
37.54832,55.74493
37.54875,55.7451
37.55135,55.74603
37.55235,55.74635
37.55414,55.74687
37.55559,55.74725
37.5559,55.74736
37.55666,55.74755
37.56005,55.74851
37.56029,55.74857
37.56034,55.74859
37.56049,55.74864
37.56328,55.74943
37.56329,55.74943
37.56464,55.74983
37.56614,55.75024
37.56622,55.75027
37.56715,55.75052
37.57402,55.7525
37.57411,55.75253
37.57417,55.75254
37.58177,55.75253
37.58458,55.75257
37.58777,55.75256
37.58829,55.75257
37.58987,55.75257
37.59031,55.75258
37.59049,55.75259
37.59083,55.75259
37.59239,55.75262
37.5933,55.75265
37.59352,55.75265
37.59444,55.75268
37.59494,55.75271
37.5955,55.75273
37.59871,55.75292
37.59927,55.75292
37.59975,55.75293
37.60044,55.75291
37.60095,55.75291
37.60113,55.75286
37.60121,55.75282
37.60122,55.75279
37.60123,55.75274
37.60122,55.75267
37.60117,55.7525
37.60114,55.75231
37.60118,55.75207
37.60141,55.75159
37.60148,55.75141
37.60165,55.75124
37.60171,55.7512
37.60183,55.75113
37.6019,55.7511
37.60196,55.75107
37.60228,55.75094
37.60463,55.75031
37.60478,55.75028
37.60522,55.75016
37.60607,55.74991
37.60673,55.7497
37.60858,55.74921
37.60877,55.74914
37.60926,55.74902
37.61023,55.74875
37.61041,55.74868
37.61061,55.74858
37.61069,55.74852
37.61077,55.74841
37.61088,55.74828
37.61101,55.74811
37.61335,55.74526
37.6135,55.74511
37.61398,55.74457
37.61418,55.74431
37.61441,55.74398
37.61502,55.74316
37.61512,55.74301
37.61515,55.74295
37.61519,55.74288
37.61545,55.74249
37.61555,55.74239
37.61606,55.74168
37.61619,55.74144
37.61658,55.74066
37.61656,55.74054
37.61655,55.7404
37.61653,55.74034
37.61644,55.74018
37.61616,55.73975
37.61613,55.73967
37.61505,55.73803
37.615,55.73796
37.61446,55.73713
37.6141,55.73661
37.6138,55.73615
37.61337,55.73545
37.61315,55.73502
37.6131,55.73491
37.61307,55.73486
37.61249,55.73346
37.61244,55.73325
37.61233,55.73295
37.61223,55.73258
37.61217,55.73232
37.61209,55.7316
37.61208,55.73129
37.61207,55.73114
37.61207,55.73051
37.61206,55.73011
37.61204,55.72981
37.61204,55.72964
37.61201,55.72929
37.61198,55.72916
37.61193,55.72905
37.61183,55.72891
37.61172,55.72881
37.61163,55.72875
37.611,55.72839
37.61026,55.72802
37.60966,55.72768
37.60965,55.72768
37.60902,55.72726
37.60893,55.72719
37.60855,55.72692
37.6067,55.72572
37.60589,55.72516
37.60573,55.72506
37.60549,55.72488
37.60422,55.724
37.60362,55.72362
37.60193,55.72251
37.60144,55.72217
37.60106,55.72189
37.60068,55.72164
37.60017,55.72135
37.5997,55.72105
37.59898,55.72057
37.59399,55.71711
37.59261,55.71609
37.5925,55.71602
37.59066,55.71469
37.59009,55.71429
37.58819,55.71283
37.58617,55.71135
37.58573,55.711
37.58533,55.71074
37.58513,55.71058
37.58468,55.71026
37.58455,55.71016
37.58447,55.71009
37.58414,55.70987
37.58404,55.70979
37.58356,55.70952
37.58112,55.70824
37.5803,55.70778
37.58005,55.70765
37.57986,55.70756
37.57985,55.70755
37.57927,55.70725
37.57754,55.70632
37.57434,55.70466
37.57399,55.70446
37.57386,55.7044
37.57007,55.70224
37.56935,55.70185
37.56796,55.70105
37.56652,55.70025
37.56605,55.69996
37.56191,55.69762
37.56142,55.69736
37.55919,55.69609
37.55891,55.69591
37.55774,55.69525
37.5576,55.69518
37.55629,55.69445
37.55511,55.69377
37.55253,55.69232
37.55113,55.6915
37.55056,55.6912
37.54763,55.68954
37.54712,55.68923
37.54549,55.68829
37.54526,55.68814
37.54516,55.68806
37.5449,55.68791
37.54399,55.6873
37.54382,55.6872
37.5432,55.68679
37.54315,55.68676
37.54124,55.68546
37.54072,55.68509
37.53977,55.68445
37.53964,55.68434
37.53904,55.68396
37.53662,55.68233
37.53627,55.68207
37.53337,55.68004
37.52987,55.6777
37.52983,55.67767
37.52791,55.6764
37.52702,55.67589
37.52662,55.6757
37.52594,55.67535
37.52396,55.67409
37.52303,55.67347
37.52278,55.67332
37.52207,55.67283
37.52158,55.67255
37.52042,55.67171
37.51933,55.67095
37.51918,55.67082
37.51903,55.6707
37.51894,55.67062
37.51888,55.67054
37.51879,55.67034
37.51868,55.67018
37.51861,55.67011
37.51845,55.66997
37.51836,55.6699
37.51806,55.66969
37.51801,55.66966
37.51721,55.6691
37.51366,55.66673
37.51049,55.66456
37.50929,55.66376
37.50913,55.66364
37.50887,55.66348
37.50701,55.66224
37.50678,55.6621
37.50571,55.66141
37.50517,55.66104
37.5039,55.6602
37.50306,55.65967
37.50233,55.65918
37.50221,55.65909
37.50184,55.65886
37.50101,55.65839
37.49983,55.65779
37.49784,55.65684
37.49566,55.65583
37.49414,55.65508
37.49205,55.65408
37.49172,55.65393
37.49156,55.65385
37.49006,55.65315
37.48971,55.65297
37.48628,55.65139
37.48611,55.65132
37.4851,55.65083
37.48378,55.65025
37.48359,55.65015
37.48315,55.64995
37.48262,55.64969
37.48183,55.64935
37.48084,55.64885
37.48066,55.64877
37.48049,55.64868
37.47824,55.64765
37.47781,55.64744
37.47565,55.6465
37.47501,55.64616
37.46774,55.6428
37.46685,55.64234
37.46542,55.64164
37.4648,55.64137
37.46376,55.64087
37.46373,55.64086
37.4629,55.64049
37.46244,55.6403
37.46141,55.63985
37.4611,55.63973
37.46089,55.63963
37.46029,55.63937
37.4592,55.63886
37.45847,55.63856
37.45659,55.63761
37.45582,55.63725
37.45548,55.63708
37.45505,55.63694
37.4521,55.63553
37.44976,55.63456
37.44858,55.6341
37.44678,55.63348
37.44653,55.6334
37.44638,55.63334
37.44624,55.63329
37.44543,55.63305
37.44528,55.633
37.44478,55.63285
37.44265,55.63226
37.43587,55.63046
37.42947,55.6288
37.42908,55.62871
37.42903,55.62869
37.41964,55.62625
37.41617,55.62532
37.41217,55.6243
37.41037,55.62382
37.40603,55.62271
37.40598,55.62269
37.40469,55.62236
37.40334,55.62199
37.39397,55.61958
37.38761,55.61787
37.38523,55.61728
37.3838,55.6169
37.38377,55.61689
37.38351,55.61683
37.35292,55.60878
37.35285,55.60877
37.35258,55.6087
37.35231,55.60862
37.33904,55.60512
37.33725,55.60468
37.33571,55.60425
37.33118,55.60307
37.32919,55.60253
37.3289,55.60246
37.3266,55.60184
37.32631,55.60177
37.32529,55.60149
37.32107,55.60039
37.31905,55.59983
37.31462,55.5987
37.61655,55.48014
37.61656,55.48011
37.6166,55.48004
37.61669,55.47992
37.61685,55.47973
37.61695,55.47963
37.61703,55.47954
37.61712,55.47946
37.61723,55.47937
37.61735,55.47928
37.61757,55.47913
37.61762,55.47909
37.61765,55.47906
37.61767,55.47904
37.61768,55.47902
37.61769,55.47899
37.61771,55.47895
37.61772,55.4789
37.61772,55.47887
37.61772,55.47884
37.61773,55.47882
37.61775,55.47878
37.61779,55.47873
37.61785,55.47866
37.61787,55.47859
37.61791,55.47853
37.61795,55.47848
37.61801,55.47841
37.61814,55.47826
37.61828,55.4781
37.61849,55.47784
37.61853,55.47779
37.61864,55.47767
37.61867,55.47762
37.61877,55.47749
37.61885,55.4774
37.61891,55.47735
37.61895,55.47731
37.61898,55.47729
37.61899,55.47727
37.61903,55.4772
37.61906,55.47714
37.61907,55.47708
37.61908,55.47702
37.61908,55.47693
37.61908,55.47679
37.61907,55.47672
37.61906,55.47665
37.61904,55.47655
37.61903,55.4765
37.61901,55.47646
37.61899,55.47642
37.61895,55.47635
37.61892,55.47631
37.61892,55.4763
37.61891,55.47624
37.6189,55.47616
37.61888,55.4759
37.61888,55.47582
37.61887,55.47526
37.61886,55.47491
37.61887,55.47443
37.61887,55.47438
37.61886,55.4742
37.61885,55.47402
37.61884,55.47396
37.61883,55.47363
37.61884,55.47343
37.61886,55.47291
37.61886,55.4728
37.61887,55.47273
37.61887,55.47271
37.61889,55.47264
37.6189,55.47261
37.61891,55.47258
37.61892,55.47256
37.61893,55.47255
37.61894,55.47254
37.61897,55.47253
37.619,55.47251
37.61912,55.4725
37.61922,55.47249
37.61937,55.47247
37.6198,55.47244
37.61988,55.47243
37.61991,55.47242
37.61994,55.47241
37.61994,55.4724
37.61996,55.47238
37.61997,55.47234
37.62,55.47224
37.62013,55.47195
37.62005,55.47193
37.62,55.47192
37.61995,55.4719
37.61987,55.47187
37.61979,55.47183
37.61972,55.47179
37.61966,55.47175
37.61962,55.47172
37.61959,55.47169
37.61958,55.47167
37.61958,55.47166
37.61958,55.47164
37.61958,55.47162
37.61963,55.47151
37.61966,55.47145
37.61967,55.47143
37.61967,55.4714
37.61967,55.47135
37.61968,55.4713
37.61968,55.47128
37.61968,55.47125
37.61967,55.47123
37.61966,55.47122
37.61966,55.47121
37.61965,55.47121
37.61963,55.47119
37.6196,55.47117
37.61956,55.47116
37.61951,55.47114
37.61941,55.4711
37.61928,55.47107
37.61912,55.47105
37.61898,55.47104
37.61881,55.47102
37.61819,55.47097
37.61792,55.471
37.61783,55.47101
37.61776,55.47103
37.61769,55.47105
37.61766,55.47106
37.61763,55.47108
37.61758,55.4711
37.61752,55.47114
37.61746,55.4712
37.617,55.47297
37.61682,55.47362
37.61673,55.47396
37.61668,55.47414
37.6165,55.47485
37.61619,55.47599
37.61595,55.47691
37.61587,55.47724
37.6158,55.47734
37.61568,55.4776
37.61562,55.47777
37.61543,55.47844
37.6153,55.47883
37.61529,55.47885
37.61522,55.4789
37.61513,55.47926
37.61472,55.48077
37.61467,55.48096
37.61465,55.48104
37.61455,55.48141
37.61438,55.482
37.61423,55.48253
37.61416,55.48275
37.61411,55.48296
37.61367,55.48459
37.61357,55.48501
37.61352,55.48517
37.61346,55.48541
37.61339,55.4857
37.61332,55.48598
37.61322,55.48631
37.61309,55.4868
37.61303,55.48701
37.61301,55.48711
37.61274,55.48815
37.61259,55.48867
37.61251,55.48899
37.61231,55.48975
37.61207,55.4908
37.61206,55.49081
37.61195,55.49128
37.61156,55.49297
37.61139,55.49379
37.61119,55.49472
37.61083,55.4966
37.61072,55.49719
37.61065,55.4976
37.61055,55.49818
37.61038,55.4992
37.61019,55.5005
37.6101,55.50106
37.61008,55.50122
37.61,55.50177
37.60997,55.502
37.60994,55.50222
37.60977,55.50366
37.60972,55.50413
37.60964,55.50483
37.60961,55.50518
37.60956,55.5057
37.60949,55.50644
37.60946,55.50672
37.60943,55.50703
37.60941,55.50715
37.60934,55.50786
37.60928,55.50858
37.60928,55.50872
37.60923,55.50918
37.60921,55.50943
37.60916,55.5099
37.60914,55.51008
37.60913,55.51016
37.60906,55.51087
37.60901,55.51141
37.609,55.51152
37.60899,55.5117
37.60896,55.51223
37.60893,55.5126
37.60891,55.51295
37.6089,55.51319
37.60888,55.51331
37.60887,55.51349
37.60884,55.51371
37.60881,55.51416
37.6088,55.51444
37.60877,55.51491
37.60876,55.51521
37.60875,55.51581
37.60875,55.51598
37.60875,55.51618
37.60875,55.51637
37.60875,55.51651
37.60874,55.5167
37.60874,55.51704
37.60873,55.5172
37.60874,55.51765
37.60876,55.5183
37.60877,55.51848
37.60877,55.5185
37.6088,55.51892
37.60884,55.51936
37.60887,55.5196
37.6089,55.51985
37.60907,55.52111
37.60909,55.52127
37.60928,55.52225
37.60937,55.52277
37.60947,55.52298
37.60954,55.5234
37.60958,55.52355
37.60971,55.52409
37.61031,55.52615
37.61047,55.52687
37.61059,55.52738
37.61067,55.52787
37.6107,55.5281
37.61071,55.52815
37.61074,55.52842
37.61084,55.52921
37.61091,55.52993
37.61095,55.53049
37.61096,55.53147
37.61095,55.5318
37.61091,55.53266
37.61087,55.53317
37.61077,55.53397
37.61069,55.53462
37.61056,55.53539
37.61045,55.53592
37.61024,55.53676
37.60991,55.53803
37.60972,55.53844
37.60946,55.53911
37.60934,55.5395
37.60858,55.54123
37.60799,55.54247
37.60731,55.54401
37.60719,55.54436
37.60706,55.54471
37.60694,55.54503
37.60689,55.54519
37.60679,55.54553
37.60661,55.54615
37.60657,55.54631
37.60647,55.54674
37.60645,55.54684
37.60638,55.54716
37.60637,55.5472
37.60633,55.54736
37.60633,55.54738
37.60629,55.54754
37.60626,55.54773
37.60622,55.5481
37.60621,55.54812
37.60618,55.54847
37.60614,55.54888
37.60612,55.54919
37.60605,55.55021
37.606,55.55106
37.60596,55.55196
37.60589,55.5536
37.60583,55.55441
37.60579,55.55527
37.60576,55.55571
37.60574,55.55598
37.6057,55.55669
37.60566,55.55719
37.60565,55.55757
37.60564,55.55769
37.60562,55.55787
37.60561,55.55799
37.60555,55.55853
37.60552,55.55877
37.60552,55.55878
37.60549,55.55895
37.60545,55.5592
37.6053,55.55992
37.60529,55.55997
37.60527,55.56003
37.60502,55.56093
37.60499,55.56102
37.60487,55.56136
37.60476,55.56168
37.60451,55.56229
37.60448,55.56237
37.60428,55.56281
37.60418,55.56303
37.60383,55.56372
37.60377,55.56382
37.60373,55.56388
37.60364,55.56406
37.6036,55.56412
37.60355,55.5642
37.60351,55.56427
37.60342,55.56442
37.60335,55.56452
37.60275,55.56536
37.60238,55.56588
37.60218,55.56607
37.6018,55.56656
37.60173,55.56663
37.60168,55.56669
37.60156,55.56681
37.60141,55.56698
37.60114,55.56732
37.60033,55.56835
37.60017,55.56855
37.60016,55.56857
37.60007,55.56869
37.59999,55.56879
37.59991,55.56888
37.59984,55.56898
37.59948,55.56952
37.59922,55.56995
37.59871,55.57081
37.59841,55.57137
37.59819,55.57181
37.59798,55.57225
37.5979,55.57244
37.59783,55.57261
37.59775,55.57283
37.59771,55.57298
37.59771,55.57301
37.59771,55.57305
37.59771,55.57309
37.59765,55.57327
37.59759,55.57345
37.59755,55.57357
37.59748,55.57379
37.59736,55.57417
37.59721,55.57457
37.59713,55.57481
37.5971,55.57493
37.59708,55.57502
37.59704,55.57515
37.59703,55.57518
37.597,55.57528
37.59699,55.57532
37.59694,55.57547
37.59691,55.57554
37.5969,55.57557
37.59689,55.5756
37.59688,55.57563
37.59684,55.57571
37.59679,55.57585
37.59673,55.57607
37.59668,55.57625
37.59668,55.57627
37.59664,55.5764
37.59662,55.57646
37.59661,55.5765
37.59658,55.57658
37.59651,55.57691
37.59648,55.57714
37.59645,55.57734
37.59638,55.5778
37.59638,55.57799
37.59635,55.57822
37.59637,55.5786
37.59638,55.57877
37.59637,55.57898
37.59637,55.57901
37.59637,55.57904
37.59638,55.57908
37.59638,55.5791
37.5964,55.57914
37.59645,55.57934
37.5966,55.58
37.59678,55.58053
37.59685,55.58077
37.59686,55.58081
37.59687,55.58086
37.59688,55.58091
37.59689,55.58095
37.59691,55.58116
37.59701,55.5817
37.59703,55.58177
37.59703,55.58179
37.59708,55.58197
37.59709,55.58198
37.59714,55.58216
37.59725,55.58254
37.59738,55.58286
37.59748,55.58318
37.59756,55.5834
37.59762,55.58359
37.59764,55.58364
37.59769,55.58381
37.59778,55.58415
37.5979,55.58454
37.59802,55.5849
37.59821,55.58557
37.59849,55.58646
37.5988,55.58739
37.59913,55.58837
37.5993,55.58899
37.59954,55.58959
37.59968,55.59007
37.59977,55.59037
37.59982,55.5905
37.59995,55.59087
37.60037,55.59168
37.60049,55.59189
37.60062,55.59207
37.60064,55.59215
37.60074,55.5924
37.60116,55.59326
37.60128,55.59351
37.60142,55.59378
37.6015,55.59392
37.60157,55.59406
37.60184,55.59461
37.60192,55.59477
37.602,55.59493
37.60208,55.59511
37.60217,55.59529
37.60224,55.59544
37.60231,55.59558
37.60269,55.59642
37.60271,55.59645
37.60272,55.59648
37.60296,55.59702
37.60323,55.5976
37.60365,55.5985
37.60367,55.59855
37.60372,55.59865
37.60393,55.59909
37.60405,55.59933
37.6044,55.60005
37.60481,55.60092
37.60535,55.60203
37.60569,55.60274
37.60586,55.6031
37.60608,55.60357
37.60635,55.60413
37.60651,55.60448
37.60656,55.60457
37.60728,55.60604
37.60752,55.60657
37.6076,55.6067
37.6077,55.60695
37.60805,55.60782
37.60859,55.6088
37.60909,55.6099
37.6092,55.61012
37.60931,55.61035
37.60956,55.61087
37.60974,55.6112
37.61,55.61173
37.61026,55.61226
37.61068,55.61317
37.61094,55.61368
37.61127,55.61439
37.61141,55.61469
37.6116,55.61508
37.61187,55.61561
37.61193,55.61574
37.61216,55.61624
37.6122,55.61632
37.61227,55.61646
37.61255,55.61703
37.61332,55.61865
37.61345,55.61893
37.61424,55.62061
37.61427,55.62068
37.61433,55.6208
37.61453,55.62123
37.6146,55.62138
37.61505,55.62224
37.61544,55.62308
37.61582,55.62394
37.61641,55.62513
37.61651,55.62533
37.61655,55.62542
37.61673,55.62575
37.61743,55.62724
37.61761,55.62761
37.61792,55.62826
37.61819,55.6289
37.61904,55.63066
37.61946,55.63155
37.6198,55.63238
37.61986,55.6327
37.61995,55.63315
37.61999,55.63343
37.62002,55.63365
37.62003,55.63385
37.62004,55.63393
37.62004,55.63405
37.62008,55.63465
37.62005,55.63527
37.62002,55.63628
37.61994,55.63703
37.61991,55.63716
37.61993,55.63745
37.61992,55.63777
37.61993,55.63871
37.61994,55.63952
37.61992,55.63982
37.61986,55.64025
37.61985,55.6406
37.61984,55.64095
37.61984,55.6411
37.61984,55.64125
37.61988,55.64195
37.61988,55.64209
37.61988,55.64236
37.61988,55.64252
37.61988,55.64263
37.61984,55.64371
37.6198,55.64449
37.61979,55.6446
37.61979,55.64492
37.6198,55.6455
37.6198,55.64592
37.61979,55.64637
37.61978,55.64692
37.61974,55.64806
37.61972,55.64879
37.61972,55.64888
37.61969,55.65029
37.61969,55.65058
37.61968,55.65072
37.61968,55.65113
37.61968,55.65121
37.61969,55.6515
37.61969,55.65153
37.61968,55.65207
37.61968,55.65222
37.61968,55.65251
37.61965,55.65314
37.61965,55.65362
37.61965,55.65415
37.61966,55.65428
37.61966,55.65491
37.61966,55.65614
37.61966,55.65631
37.61966,55.65664
37.61967,55.65698
37.61966,55.65781
37.61966,55.65785
37.61967,55.65833
37.61967,55.65892
37.61966,55.65992
37.61965,55.66004
37.61965,55.66055
37.61965,55.66075
37.61965,55.6609
37.61966,55.66122
37.61967,55.66141
37.61966,55.66169
37.61966,55.66204
37.61964,55.66212
37.61963,55.66216
37.61963,55.66225
37.61965,55.66238
37.61968,55.66261
37.6197,55.66267
37.61972,55.66278
37.61978,55.66294
37.61983,55.66306
37.61986,55.66311
37.61989,55.66316
37.62009,55.66349
37.62013,55.66354
37.6202,55.66364
37.62028,55.66373
37.62035,55.66382
37.62046,55.66394
37.62057,55.66407
37.62073,55.66425
37.62135,55.66492
37.62209,55.66573
37.62269,55.6664
37.62306,55.66684
37.6238,55.66772
37.62387,55.66781
37.62394,55.66789
37.62399,55.66796
37.62404,55.66802
37.62411,55.66811
37.62417,55.6682
37.62442,55.66853
37.62466,55.6688
37.62505,55.66922
37.62518,55.66938
37.62547,55.66978
37.62579,55.67016
37.62591,55.67034
37.62612,55.67064
37.62634,55.67097
37.6266,55.67138
37.62684,55.67174
37.62717,55.67229
37.62721,55.67237
37.62727,55.67246
37.62735,55.67265
37.62739,55.67282
37.62738,55.67288
37.62738,55.67296
37.62738,55.67316
37.62737,55.67332
37.62735,55.67349
37.62733,55.67362
37.62731,55.67374
37.62729,55.67387
37.62726,55.67396
37.62723,55.67405
37.62719,55.67413
37.62716,55.6742
37.6271,55.67432
37.62706,55.67437
37.6269,55.67461
37.62688,55.67463
37.62673,55.67487
37.62668,55.6749
37.62663,55.67493
37.62658,55.67495
37.62651,55.67498
37.62642,55.67522
37.6263,55.67551
37.62629,55.67554
37.62624,55.67568
37.62617,55.6759
37.62607,55.67622
37.62585,55.67693
37.62564,55.67751
37.62545,55.67804
37.62544,55.67808
37.62541,55.67816
37.62538,55.67822
37.62514,55.67886
37.62502,55.67915
37.62492,55.67943
37.62487,55.67958
37.62463,55.68029
37.62461,55.68034
37.62445,55.68078
37.62435,55.68107
37.62429,55.68121
37.62419,55.68148
37.62416,55.68155
37.62413,55.68163
37.62395,55.68207
37.62387,55.68225
37.62378,55.68257
37.62362,55.6831
37.62349,55.68368
37.62346,55.68388
37.62343,55.68406
37.62337,55.68448
37.62336,55.68453
37.6233,55.68488
37.62323,55.68519
37.62315,55.68552
37.62311,55.68569
37.62301,55.68603
37.6228,55.68686
37.62263,55.68757
37.62243,55.68837
37.62234,55.68877
37.62227,55.68909
37.62217,55.68961
37.62214,55.68975
37.62213,55.68981
37.62211,55.68989
37.62201,55.69037
37.622,55.69047
37.62198,55.69061
37.62185,55.6913
37.62176,55.6918
37.62165,55.69235
37.62162,55.69248
37.62153,55.69302
37.62147,55.69332
37.62139,55.69376
37.6213,55.69422
37.62126,55.69441
37.6211,55.69528
37.62105,55.69554
37.62101,55.69583
37.62097,55.696
37.62093,55.69622
37.62083,55.69669
37.62078,55.69707
37.62049,55.69872
37.62047,55.6988
37.62045,55.69889
37.62044,55.69906
37.62044,55.69918
37.62044,55.69927
37.62046,55.69945
37.62048,55.69955
37.62052,55.6997
37.62055,55.69978
37.62061,55.69992
37.62084,55.70034
37.62096,55.7005
37.62115,55.70084
37.62119,55.70091
37.62132,55.70117
37.62142,55.70154
37.62146,55.70176
37.62151,55.70207
37.62155,55.70236
37.62159,55.7027
37.62163,55.70286
37.62167,55.7031
37.66102,55.62882
37.66088,55.62879
37.66041,55.62867
37.65997,55.62857
37.65922,55.6284
37.65875,55.62829
37.65873,55.62828
37.65854,55.62825
37.65837,55.62822
37.6578,55.62815
37.65708,55.62806
37.65681,55.62805
37.65692,55.62791
37.65696,55.62757
37.65696,55.62712
37.65694,55.62684
37.65693,55.62674
37.65687,55.62627
37.65686,55.626
37.65686,55.62596
37.65686,55.62593
37.65688,55.62587
37.65688,55.62561
37.65691,55.62475
37.65692,55.62436
37.65693,55.62384
37.65693,55.62353
37.65695,55.6232
37.65696,55.62295
37.65697,55.62283
37.65697,55.62255
37.65697,55.6218
37.65697,55.62164
37.65697,55.62152
37.65698,55.62146
37.65697,55.62135
37.65696,55.62091
37.65696,55.62089
37.65696,55.62073
37.65696,55.62051
37.65696,55.6204
37.65697,55.62023
37.65699,55.62001
37.65701,55.61989
37.65703,55.61968
37.65703,55.61964
37.65708,55.61939
37.65713,55.61917
37.6572,55.61887
37.65727,55.6186
37.65735,55.61835
37.65741,55.61819
37.65745,55.61811
37.65746,55.61806
37.6575,55.61798
37.65751,55.61794
37.65754,55.61789
37.65763,55.61772
37.65793,55.61712
37.6581,55.61684
37.65824,55.61661
37.65843,55.61634
37.65861,55.61608
37.65894,55.61567
37.65911,55.61546
37.65956,55.61496
37.6598,55.6147
37.66009,55.61439
37.66135,55.61309
37.66147,55.61297
37.66169,55.61274
37.66187,55.61254
37.6619,55.6125
37.66204,55.61234
37.66217,55.6122
37.66231,55.61206
37.66244,55.61191
37.66265,55.6117
37.66283,55.61151
37.663,55.61131
37.66309,55.61121
37.66341,55.61086
37.66352,55.61075
37.66396,55.61027
37.6642,55.61001
37.66434,55.60988
37.66455,55.60965
37.66512,55.60901
37.66523,55.6089
37.66541,55.60868
37.6655,55.60859
37.66555,55.60852
37.66556,55.60852
37.66571,55.60833
37.66583,55.6082
37.66612,55.60788
37.66641,55.60756
37.66658,55.60737
37.66681,55.60711
37.66711,55.60679
37.6677,55.60615
37.66798,55.60585
37.66821,55.60562
37.66843,55.60539
37.66897,55.60482
37.66914,55.60464
37.66925,55.6045
37.6693,55.60444
37.66941,55.60429
37.66952,55.60413
37.66966,55.60391
37.66977,55.60375
37.6698,55.60371
37.66992,55.60352
37.67,55.60339
37.67008,55.60325
37.67015,55.60311
37.6702,55.60299
37.67028,55.60279
37.67035,55.60259
37.67036,55.60255
37.67042,55.60238
37.67047,55.60218
37.6705,55.60211
37.67052,55.60202
