iter	RMSE
225	0.5619371623
226	0.5611356607
227	0.5601717158
228	0.5591994629
229	0.5583055218
230	0.5579146311
231	0.5571541955
232	0.5564326513
233	0.555713837
234	0.5549156322
235	0.5540532991
236	0.5531556795
237	0.552453699
238	0.55165181
239	0.5509255306
240	0.5505590241
241	0.5496396079
242	0.5487512087
243	0.5479882797
244	0.5476812325
245	0.546977331
246	0.5460499482
247	0.5450368625
248	0.5439832046
249	0.5431228697
250	0.5424054145
251	0.5422130345
252	0.5414709382
253	0.5410019691
254	0.5402404377
255	0.5393680056
256	0.5385853557
257	0.5377980438
258	0.537092514
259	0.5363731459
260	0.5355693813
261	0.5346186384
262	0.5339547329
263	0.5331978711
264	0.5328513612
265	0.5320707588
266	0.5311560903
267	0.5304603529
268	0.5296888108
269	0.5289032769
270	0.5280378965
271	0.5273743089
272	0.5269423691
273	0.5262164443
274	0.5255744383
275	0.5252554896
276	0.5244960245
277	0.524326099
278	0.5236008582
279	0.5227699377
280	0.5224568471
281	0.5216546369
282	0.5214792653
283	0.5207527156
284	0.520134719
285	0.5194086886
286	0.5187447933
287	0.5184845034
288	0.5178504674
289	0.5171246442
290	0.5164416124
291	0.5158356846
292	0.5152258515
293	0.5146450342
294	0.5142159153
295	0.5134641806
296	0.5128200921
297	0.5122567722
298	0.5116040196
299	0.5109138767
300	0.5101709712
301	0.5095050836
302	0.5093473537
303	0.5090451282
304	0.5084615357
305	0.5078757655
306	0.5073568488
307	0.5068827717
308	0.5063237141
309	0.5056280336
310	0.5053521993
311	0.5047689204
312	0.5042017227
313	0.5034251504
314	0.5029531613
315	0.5022940969
316	0.5015250075
317	0.5011485665
318	0.5006866486
319	0.4999467148
320	0.4998086325
321	0.4996659998
322	0.4990795555
323	0.4985897701
324	0.4980821487
325	0.4973428859
326	0.4967947063
327	0.4961521503
328	0.4954306494
329	0.4949058553
330	0.4944266677
331	0.4940844335
332	0.493819141
333	0.4935363856
334	0.4929728821
335	0.4924572018
336	0.4919893203
337	0.4916144835
338	0.4910547976
339	0.4908540624
340	0.4901591212
341	0.4894696115
342	0.489171111
343	0.488581205
344	0.4884511107
345	0.4880231012
346	0.4872695135
347	0.4868883735
348	0.4861733925
349	0.4858167065
350	0.4853651276
351	0.4849489107
352	0.4846902904
353	0.4840722998
354	0.4835483883
355	0.4830038164
356	0.4823156164
357	0.4818803711
358	0.4817641556
359	0.4812056617
360	0.4808277409
361	0.4802567536
362	0.4801191825
363	0.4794392011
364	0.4788287002
365	0.4783540468
366	0.4776963473
367	0.4774696473
368	0.4770191199
369	0.4765240374
370	0.4760793482
371	0.4757508201
372	0.4753107284
373	0.4748252831
374	0.4743164127
375	0.4738602485
376	0.4733834988
377	0.4729285259
378	0.4727904468
379	0.4724813466
380	0.472048416
381	0.4714579042
382	0.4709836145
383	0.4707459543
384	0.4705524875
385	0.4700605075
386	0.4695753634
387	0.4688388579
388	0.4683124038
389	0.4678830668
390	0.4673270566
391	0.4667791742
392	0.4662248474
393	0.4657334906
394	0.4653690901
395	0.4647204178
396	0.464443704
397	0.4641217499
398	0.4638258668
399	0.4633032413
400	0.4627912481
401	0.4624711645
402	0.4623416793
403	0.4621327701
404	0.4616230263
405	0.4612103894
406	0.4608174
407	0.4604067332
408	0.4601538683
409	0.4599213231
410	0.4595234204
411	0.4593657606
412	0.4588880921
413	0.4585638061
414	0.4582254334
415	0.4577557147
416	0.4573254159
417	0.4568611725
418	0.4565791047
419	0.4559831987
420	0.4555141863
421	0.4552557767
422	0.4547200255
423	0.4543320379
424	0.4539193706
425	0.4537457991
426	0.4533712668
427	0.4529333096
428	0.4528421494
429	0.4523214899
430	0.4519449707
431	0.4518667664
432	0.4516171498
433	0.4514049923
434	0.4510417922
435	0.4507417048
436	0.450269136
437	0.4498211934
438	0.4493889702
439	0.4490306024
440	0.4485006004
441	0.4482508881
442	0.4479589017
443	0.4477260342
444	0.447316692
445	0.4471246615
446	0.4468724028
447	0.4464754378
448	0.4462209694
449	0.4460226434
450	0.4454834097
451	0.4451353106
452	0.444946798
453	0.4447857366
454	0.4444071902
455	0.4437747423
456	0.4435650668
457	0.4430114874
458	0.4427354047
459	0.4422462226
460	0.4420191823
461	0.4418082067
462	0.4414894977
463	0.4410811021
464	0.4406993679
465	0.4403435161
466	0.4401096873
467	0.4396920354
468	0.4393916395
469	0.439060073
470	0.4386354502
471	0.4384732027
472	0.4380854982
473	0.4379195696
474	0.4376713566
475	0.4371748197
476	0.4370214735
477	0.4366435725
478	0.4362081199
479	0.4357555996
480	0.4354374194
481	0.4351342873
482	0.4346666546
483	0.4342752351
484	0.433903765
485	0.4335274771
486	0.4331381143
487	0.4327826661
488	0.4322493312
489	0.4319843833
490	0.4317179826
491	0.4313645663
492	0.4311117291
493	0.4308011517
494	0.430329037
495	0.430238592
496	0.4299739891
497	0.4297526275
498	0.4290723309
499	0.4287604925
500	0.4284412805
501	0.4280594217
502	0.4277207444
503	0.4275431642
504	0.4272265608
505	0.4270225311
506	0.4268209517
507	0.4264865937
508	0.42616139
509	0.425849206
510	0.4254744706
511	0.4251089947
512	0.4247584339
513	0.4243032462
514	0.4238753041
515	0.423431817
516	0.423175773
517	0.4229923041
518	0.4224737214
519	0.4220997196
520	0.4217871992
521	0.4217388447
522	0.4214287507
523	0.4210218396
524	0.4207527241
525	0.4204517057
526	0.4201000423
527	0.4197135196
528	0.4192789743
529	0.4190180253
530	0.418899329
531	0.4186414501
532	0.4182594846
533	0.4180839791
534	0.4177137835
535	0.4175392936
536	0.4174447317
537	0.4171381938
538	0.4170667543
539	0.4169613214
540	0.4167663953
541	0.41636644
542	0.4161975614
543	0.4158842679
544	0.4154516479
545	0.4151874982
546	0.4149506156
547	0.4145582172
548	0.4141804912
549	0.4141195891
550	0.4137762508
551	0.4135479655
552	0.4132744628
553	0.4128949738
554	0.4125735467
555	0.412324049
556	0.4122026651
557	0.4118231311
558	0.4115720669
559	0.4112405237
560	0.4109783858
561	0.4108118205
562	0.410477595
563	0.4100898359
564	0.4098213286
565	0.4095308016
566	0.4091944376
567	0.4088603663
568	0.4086198974
569	0.4084095183
570	0.4080412449
571	0.4078077521
572	0.4076618545
573	0.407336343
574	0.4069685159
575	0.4067060263
576	0.4065319252
577	0.4062626941
578	0.4060067646
579	0.4058733082
580	0.4055412775
581	0.4050946772
582	0.4047377542
583	0.4043237776
584	0.4041551551
585	0.4039322532
586	0.4037212969
587	0.4035068431
588	0.4032503851
589	0.4029460933
590	0.4027492649
591	0.4025638758
592	0.4022939128
593	0.4019258454
594	0.4017748088
595	0.401634425
596	0.4014173399
597	0.4012638641
598	0.4010452434
599	0.4008011298
600	0.4005023395
601	0.4002529059
602	0.4000930239
603	0.3998289913
604	0.3996906146
605	0.3995442623
606	0.3992025541
607	0.3990673046
608	0.39875784
609	0.3984919327
610	0.3982745224
611	0.3980230474
612	0.3978877852
613	0.3974668125
614	0.3973114162
615	0.3969421205
616	0.3965971106
617	0.396459778
618	0.3962022672
619	0.3957989834
620	0.3956577466
621	0.3954687277
622	0.3951562862
623	0.3949756338
624	0.3948713117
625	0.3946088782
626	0.3944740294
627	0.3943376067
628	0.3941940212
629	0.3940044315
630	0.3936092325
631	0.3933965946
632	0.3931126928
633	0.3929236111
634	0.3925557671
635	0.3923329425
636	0.3921090231
637	0.3919635458
638	0.3916338939
639	0.3913201096
640	0.3909776103
641	0.3906625098
642	0.3905264582
643	0.3902017793
644	0.390013588
645	0.3897793803
646	0.3896055943
647	0.3893042836
648	0.388892379
649	0.3886963269
650	0.3883853265
651	0.3880277027
652	0.3877946117
653	0.3877071196
654	0.387494613
655	0.3873557291
656	0.3871450394
657	0.3868467793
658	0.3865374497
659	0.3864157414
660	0.386249055
661	0.3859758866
662	0.3856826083
663	0.385608681
664	0.3852922218
665	0.3850794226
666	0.3847355953
667	0.3844264768
668	0.384164143
669	0.3839814961
670	0.3836508722
671	0.3834500461
672	0.3831577483
673	0.3831031435
674	0.3828976214
675	0.3827845689
676	0.3826089885
677	0.382437533
678	0.3821304567
679	0.3819364262
680	0.3817969211
681	0.3814914988
682	0.3811480591
683	0.3809147477
684	0.3808482513
685	0.3808110417
686	0.3806762631
687	0.3804355803
688	0.3801490217
689	0.3799992864
690	0.3798396976
691	0.3796276045
692	0.3795200073
693	0.3792544995
694	0.3789559706
695	0.3788893545
696	0.3787129887
697	0.3784139966
698	0.3782944605
699	0.378131728
700	0.3779661479
701	0.377844856
702	0.3777147801
703	0.3774796324
704	0.377150585
705	0.376864907
706	0.3765899028
707	0.376410112
708	0.3760823246
709	0.3759766069
710	0.3758159141
711	0.3756018628
712	0.3753792952
713	0.3752992706
714	0.3750450821
715	0.3747840771
716	0.374673325
717	0.3744018133
718	0.3741879492
719	0.3740418699
720	0.3738185506
721	0.3734849933
722	0.3733947677
723	0.3732641968
724	0.3731686147
725	0.3729487708
726	0.3727530114
727	0.3725360688
728	0.3723828144
729	0.3721758343
730	0.3720244864
731	0.3717109071
732	0.3714395744
733	0.3712548551
734	0.3711071342
735	0.3708828554
736	0.3706590119
737	0.3705666337
738	0.3703779552
739	0.3702739023
740	0.3700049453
741	0.3698122115
742	0.3695959802
743	0.3694389669
744	0.3693334859
745	0.3690327761
746	0.3687120632
747	0.3685928902
748	0.36837213
749	0.3682716855
750	0.3679251842
751	0.3676793354
752	0.3675034871
753	0.3673192003
754	0.3672353922
755	0.3670128988
756	0.3668236148
757	0.36665742
758	0.3663684215
759	0.3662718869
760	0.3661626757
761	0.3659994504
762	0.3657938503
763	0.3654734981
764	0.3653795816
765	0.3653468908
766	0.3651644229
767	0.3650088357
768	0.3647760508
769	0.3645999664
770	0.3644614345
771	0.3642271647
772	0.3639841743
773	0.3638677135
774	0.3636421615
775	0.363425648
776	0.3633186707
777	0.3630455414
778	0.3629132652
779	0.3627005259
780	0.3624699226
781	0.3622738622
782	0.3621431182
783	0.3618424914
784	0.3615926702
785	0.3612833129
786	0.3611298982
787	0.3609054597
788	0.3606279002
789	0.3604790397
790	0.3604048121
791	0.360290687
792	0.360075583
793	0.3600033376
794	0.3599244688
795	0.3598657733
796	0.3597000026
797	0.3594840429
798	0.3593570694
799	0.3591151256
800	0.3589312331
801	0.3587522065
802	0.3585967746
803	0.3583597364
804	0.3581946162
805	0.358038693
806	0.357868018
807	0.3577292216
808	0.3575546014
809	0.3574397178
810	0.3573236596
811	0.3571830893
812	0.3570452567
813	0.3568346016
814	0.3566716691
815	0.3565573623
816	0.3563941552
817	0.3561129271
818	0.355985933
819	0.3558416079
820	0.3555638974
821	0.3554697836
822	0.3552440357
823	0.3551363339
824	0.3549855654
825	0.3548702883
826	0.3546669625
827	0.3544654246
828	0.3542335278
829	0.3540131902
830	0.3538907691
831	0.353786997
832	0.35362847
833	0.3535303297
834	0.35329907
835	0.3532132601
836	0.3530412711
837	0.3529536742
838	0.3527897724
839	0.3525154626
840	0.3524385927
841	0.3523311173
842	0.35219051
843	0.3520532175
844	0.3518374239
845	0.3516112624
846	0.3515364741
847	0.3513713718
848	0.3511749559
849	0.3510394532
850	0.3507868372
851	0.350554996
852	0.3504296534
853	0.3502631378
854	0.3501227018
855	0.3499663183
856	0.3498935452
857	0.349696501
858	0.3496075367
859	0.3494583019
860	0.3493769873
861	0.3492850736
862	0.3491724412
863	0.3490378816
864	0.348859227
865	0.3487369237
866	0.3485051557
867	0.3483787507
868	0.3483036747
869	0.3481283218
870	0.3479384899
871	0.3478394512
872	0.3477672175
873	0.3476337331
874	0.3474253133
875	0.3472947274
876	0.3471537908
877	0.346993698
878	0.3467901097
879	0.3465971174
880	0.3464967123
881	0.3464046604
882	0.3462752665
883	0.3461459034
884	0.3459279443
885	0.3456919342
886	0.3456292799
887	0.3455465528
888	0.3453587654
889	0.345145322
890	0.3450317531
891	0.3447943149
892	0.3446600131
893	0.3445356654
894	0.3444590983
895	0.3442947712
896	0.3441837544
897	0.3441242723
898	0.3440097308
899	0.3438149006
900	0.343694976
901	0.3435803531
902	0.3434547345
903	0.3433423839
904	0.3432029317
905	0.3430879006
906	0.3429987594
907	0.3429131631
908	0.3426839459
909	0.3424841343
910	0.3424211921
911	0.3423479165
912	0.3421485282
913	0.3420945064
914	0.3418776765
915	0.3418104868
916	0.341699647
917	0.3415494613
918	0.3414137212
919	0.341307136
920	0.3412038893
921	0.3410060327
922	0.3409379939
923	0.3408803604
924	0.3407984267
925	0.3406387625
926	0.3405756678
927	0.34041068
928	0.3403088461
929	0.3400994349
930	0.3399885187
931	0.3398452717
932	0.3395971749
933	0.3394604778
934	0.3392853332
935	0.3391559125
936	0.3389778369
937	0.3387765037
938	0.3386830496
939	0.3386028734
940	0.3383972183
941	0.3382308681
942	0.3381479721
943	0.3380043698
944	0.3379431032
945	0.3377873899
946	0.3377188104
947	0.3375303248
948	0.3373092445
949	0.3371627322
950	0.3370813614
951	0.3369680455
952	0.3369096397
953	0.3368025679
954	0.3367115615
955	0.3366202299
956	0.3365610006
957	0.336346881
958	0.3362049817
959	0.3360890196
960	0.3360286943
961	0.3358473183
962	0.335776096
963	0.3355077782
964	0.3353228559
965	0.335112019
966	0.3349323265
967	0.3348620134
968	0.3347549051
969	0.3345801768
970	0.3344237036
971	0.3342335545
972	0.3341448466
973	0.3340685738
974	0.3338831228
975	0.3336762949
976	0.3335841241
977	0.3335341723
978	0.3333210764
979	0.3331022702
980	0.3328553228
981	0.3326557132
982	0.3325477566
983	0.332441104
984	0.3322046102
985	0.3320553791
986	0.3319734454
987	0.3318118865
988	0.3316310406
989	0.3314956126
990	0.3313661324
991	0.3311800532
992	0.3310788584
993	0.3309247592
994	0.3308485833
995	0.3307493499
996	0.3306487539
997	0.3304350103
998	0.3301865341
999	0.3300769457
