iter	Passed	Remaining
347	944	1769
348	946	1765
349	948	1761
350	950	1758
351	953	1754
352	956	1753
353	958	1749
354	961	1746
355	963	1743
356	965	1739
357	968	1737
358	971	1734
359	973	1730
360	976	1728
361	979	1725
362	981	1722
363	983	1719
364	985	1715
365	988	1711
366	990	1707
367	992	1704
368	995	1702
369	998	1700
370	1000	1696
371	1003	1694
372	1005	1690
373	1008	1687
374	1010	1683
375	1012	1679
376	1014	1677
377	1017	1674
378	1021	1672
379	1022	1668
380	1026	1667
381	1029	1664
382	1032	1662
383	1036	1662
384	1039	1660
385	1042	1657
386	1044	1653
387	1046	1650
388	1049	1648
389	1052	1646
390	1055	1643
391	1061	1647
392	1067	1648
393	1072	1649
394	1079	1653
395	1086	1657
396	1090	1656
397	1093	1653
398	1098	1654
399	1101	1652
400	1106	1652
401	1109	1649
402	1112	1647
403	1115	1645
404	1119	1644
405	1122	1642
406	1126	1641
407	1130	1640
408	1135	1640
409	1139	1639
410	1142	1637
411	1145	1635
412	1149	1633
413	1152	1631
414	1158	1632
415	1162	1631
416	1166	1630
417	1169	1628
418	1172	1626
419	1176	1624
420	1180	1624
421	1184	1622
422	1187	1620
423	1191	1618
424	1194	1616
425	1198	1614
426	1202	1613
427	1206	1612
428	1208	1609
429	1211	1606
430	1215	1604
431	1217	1600
432	1221	1598
433	1224	1596
434	1227	1594
435	1231	1592
436	1234	1589
437	1237	1588
438	1240	1584
439	1242	1581
440	1244	1577
441	1247	1574
442	1249	1571
443	1252	1568
444	1255	1565
445	1259	1565
446	1262	1561
447	1264	1558
448	1267	1555
449	1269	1551
450	1271	1547
451	1273	1544
452	1276	1541
453	1279	1538
454	1281	1534
455	1283	1531
456	1285	1527
457	1288	1525
458	1291	1522
459	1293	1519
460	1297	1517
461	1299	1512
462	1301	1509
463	1302	1505
464	1305	1501
465	1307	1498
466	1310	1495
467	1312	1492
468	1315	1489
469	1319	1487
470	1322	1485
471	1325	1482
472	1327	1479
473	1329	1475
474	1332	1472
475	1334	1468
476	1337	1466
477	1339	1463
478	1342	1460
479	1345	1457
480	1347	1454
481	1350	1450
482	1353	1448
483	1356	1446
484	1359	1443
485	1361	1440
486	1364	1437
487	1366	1433
488	1368	1429
489	1370	1426
490	1372	1422
491	1375	1420
492	1378	1417
493	1380	1414
494	1383	1411
495	1386	1408
496	1388	1405
497	1390	1402
498	1393	1398
499	1396	1396
500	1399	1393
501	1401	1390
502	1404	1387
503	1407	1384
504	1409	1382
505	1411	1378
506	1414	1375
507	1419	1374
508	1422	1371
509	1423	1368
510	1424	1363
511	1427	1360
512	1429	1357
513	1431	1353
514	1433	1350
515	1436	1347
516	1439	1344
517	1441	1341
518	1444	1339
519	1447	1336
520	1450	1333
521	1453	1330
522	1455	1327
523	1458	1324
524	1460	1321
525	1462	1318
526	1464	1314
527	1466	1310
528	1468	1307
529	1470	1304
530	1473	1301
531	1477	1299
532	1480	1296
533	1483	1294
534	1486	1291
535	1488	1288
536	1490	1284
537	1492	1281
538	1494	1278
539	1497	1275
540	1498	1271
541	1499	1267
542	1502	1264
543	1505	1261
544	1507	1258
545	1510	1256
546	1512	1252
547	1517	1251
548	1519	1248
549	1521	1244
550	1523	1241
551	1525	1238
552	1527	1235
553	1529	1231
554	1531	1228
555	1534	1225
556	1537	1222
557	1540	1220
558	1543	1217
559	1546	1214
560	1548	1212
561	1550	1208
562	1553	1205
563	1556	1202
564	1559	1200
565	1561	1196
566	1562	1193
567	1565	1190
568	1567	1187
569	1570	1184
570	1572	1181
571	1576	1179
572	1579	1177
573	1582	1174
574	1585	1171
575	1587	1168
576	1589	1165
577	1591	1161
578	1593	1158
579	1596	1156
580	1598	1153
581	1601	1150
582	1604	1147
583	1606	1144
584	1608	1141
585	1610	1138
586	1613	1135
587	1616	1132
588	1618	1129
589	1621	1126
590	1623	1123
591	1626	1120
592	1628	1117
593	1630	1114
594	1633	1112
595	1636	1109
596	1639	1106
597	1641	1103
598	1644	1100
599	1646	1097
600	1648	1094
601	1650	1091
602	1652	1088
603	1655	1085
604	1658	1082
605	1661	1080
606	1663	1077
607	1666	1074
608	1669	1071
609	1670	1067
610	1672	1064
611	1676	1062
612	1678	1059
613	1680	1056
614	1682	1053
615	1684	1050
616	1686	1047
617	1689	1044
618	1690	1040
619	1692	1037
620	1694	1034
621	1697	1031
622	1700	1028
623	1702	1026
624	1704	1022
625	1707	1020
626	1710	1017
627	1712	1014
628	1714	1010
629	1716	1008
630	1718	1005
631	1721	1002
632	1723	999
633	1725	996
634	1727	993
635	1730	990
636	1732	987
637	1736	985
638	1739	982
639	1741	979
640	1743	976
641	1745	973
642	1747	970
643	1750	967
644	1752	964
645	1755	961
646	1757	959
647	1759	956
648	1762	953
649	1765	950
650	1767	947
651	1770	944
652	1772	941
653	1774	938
654	1777	936
655	1778	932
656	1780	929
657	1782	926
658	1784	923
659	1786	920
660	1788	917
661	1790	914
662	1793	911
663	1797	909
664	1800	906
665	1802	904
666	1805	901
667	1807	898
668	1809	895
669	1811	892
670	1815	890
671	1817	887
672	1821	884
673	1823	881
674	1825	879
675	1828	876
676	1831	873
677	1834	871
678	1837	868
679	1841	866
680	1843	863
681	1845	860
682	1847	857
683	1849	854
684	1852	851
685	1855	849
686	1860	847
687	1862	844
688	1865	842
689	1868	839
690	1871	836
691	1873	833
692	1876	831
693	1878	828
694	1881	825
695	1885	823
696	1887	820
697	1890	817
698	1893	815
699	1897	813
700	1900	810
701	1903	808
702	1906	805
703	1908	802
704	1909	799
705	1912	796
706	1915	793
707	1918	791
708	1920	788
709	1923	785
710	1925	782
711	1928	780
712	1931	777
713	1933	774
714	1936	771
715	1939	769
716	1941	766
717	1943	763
718	1946	760
719	1948	757
720	1951	755
721	1952	751
722	1956	749
723	1959	746
724	1961	744
725	1964	741
726	1966	738
727	1968	735
728	1971	732
729	1973	729
730	1975	727
731	1978	724
732	1980	721
733	1983	718
734	1986	716
735	1989	713
736	1991	710
737	1994	708
738	1998	705
739	2000	702
740	2003	700
741	2005	697
742	2007	694
743	2009	691
744	2010	688
745	2013	685
746	2015	682
747	2019	680
748	2022	677
749	2024	674
750	2027	672
751	2029	669
752	2032	666
753	2035	664
754	2037	661
755	2039	658
756	2041	655
757	2043	652
758	2044	649
759	2046	646
760	2048	643
761	2051	640
762	2053	637
763	2057	635
764	2059	632
765	2062	630
766	2065	627
767	2066	624
768	2068	621
769	2070	618
770	2072	615
771	2075	612
772	2077	610
773	2079	607
774	2081	604
775	2084	601
776	2086	598
777	2089	596
778	2091	593
779	2094	590
780	2096	587
781	2098	584
782	2100	582
783	2102	579
784	2104	576
785	2105	573
786	2107	570
787	2109	567
788	2112	564
789	2115	562
790	2118	559
791	2120	556
792	2123	554
793	2125	551
794	2127	548
795	2129	545
796	2131	542
797	2133	539
798	2135	537
799	2137	534
800	2139	531
801	2141	528
802	2143	525
803	2146	523
804	2148	520
805	2151	517
806	2153	515
807	2156	512
808	2158	509
809	2160	506
810	2163	504
811	2164	501
812	2166	498
813	2168	495
814	2170	492
815	2172	489
816	2174	487
817	2176	484
818	2179	481
819	2181	478
820	2184	476
821	2186	473
822	2189	470
823	2191	468
824	2193	465
825	2195	462
826	2198	459
827	2200	457
828	2202	454
829	2203	451
830	2206	448
831	2208	445
832	2210	443
833	2213	440
834	2215	437
835	2219	435
836	2221	432
837	2223	429
838	2225	427
839	2228	424
840	2230	421
841	2232	418
842	2236	416
843	2238	413
844	2241	411
845	2243	408
846	2246	405
847	2248	403
848	2251	400
849	2254	397
850	2256	395
851	2259	392
852	2261	389
853	2263	386
854	2265	384
855	2267	381
856	2270	378
857	2272	376
858	2274	373
859	2278	370
860	2280	368
861	2283	365
862	2285	362
863	2287	360
864	2289	357
865	2291	354
866	2294	351
867	2296	349
868	2298	346
869	2300	343
870	2303	341
871	2305	338
872	2308	335
873	2311	333
874	2314	330
875	2317	328
876	2320	325
877	2322	322
878	2323	319
879	2325	317
880	2327	314
881	2329	311
882	2331	308
883	2333	306
884	2335	303
885	2338	300
886	2340	298
887	2343	295
888	2345	292
889	2348	290
890	2350	287
891	2352	284
892	2354	282
893	2356	279
894	2358	276
895	2360	274
896	2362	271
897	2364	268
898	2366	265
899	2368	263
900	2371	260
901	2373	257
902	2376	255
903	2379	252
904	2381	249
905	2383	247
906	2385	244
907	2387	241
908	2389	239
909	2391	236
910	2393	233
911	2395	231
912	2398	228
913	2400	225
914	2402	223
915	2404	220
916	2407	217
917	2409	215
918	2412	212
919	2414	209
920	2416	207
921	2418	204
922	2420	201
923	2422	199
924	2424	196
925	2426	193
926	2428	191
927	2430	188
928	2431	185
929	2433	183
930	2436	180
931	2439	177
932	2442	175
933	2444	172
934	2446	170
935	2448	167
936	2450	164
937	2452	162
938	2453	159
939	2455	156
940	2457	154
941	2460	151
942	2462	148
943	2463	146
944	2466	143
945	2468	140
946	2470	138
947	2473	135
948	2476	133
949	2478	130
950	2480	127
951	2482	125
952	2484	122
953	2486	119
954	2488	117
955	2490	114
956	2492	111
957	2494	109
958	2497	106
959	2499	104
960	2502	101
961	2504	98
962	2507	96
963	2509	93
964	2511	91
965	2513	88
966	2515	85
967	2518	83
968	2520	80
969	2522	78
970	2524	75
971	2525	72
972	2527	70
973	2529	67
974	2532	64
975	2535	62
976	2537	59
977	2541	57
978	2543	54
979	2545	51
980	2547	49
981	2549	46
982	2551	44
983	2552	41
984	2554	38
985	2557	36
986	2559	33
987	2561	31
988	2562	28
989	2565	25
990	2567	23
991	2569	20
992	2572	18
993	2574	15
994	2576	12
995	2578	10
996	2580	7
997	2582	5
998	2584	2
999	2586	0
