iter	RMSE
340	2506215.266
341	2502090.735
342	2495158.607
343	2488933.117
344	2484439.139
345	2475055.608
346	2469529.52
347	2464314.604
348	2463160.282
349	2450808.502
350	2442880.848
351	2434148.737
352	2426372.56
353	2420640.268
354	2414984.097
355	2404376.163
356	2396331.573
357	2389004.148
358	2385054.137
359	2379798.748
360	2373529.143
361	2367899.18
362	2358763.439
363	2354905.056
364	2350512.623
365	2342326.896
366	2337860.722
367	2333351.61
368	2326595.96
369	2317184.054
370	2313835.107
371	2308762.604
372	2303343.417
373	2297129.296
374	2290181.711
375	2282976.452
376	2278564.158
377	2272405.863
378	2268098.395
379	2257358.588
380	2250475.123
381	2243731.474
382	2235851.313
383	2227153.925
384	2221747.699
385	2216694.799
386	2212081.655
387	2206354.389
388	2199012.617
389	2195347.782
390	2185626.867
391	2180473.989
392	2176984.608
393	2167465.791
394	2160162.252
395	2154482.426
396	2150336.4
397	2143500.458
398	2139832.244
399	2136107.753
400	2131126.682
401	2129596.65
402	2124936.108
403	2116237.446
404	2111221.281
405	2100035.715
406	2097947.45
407	2096071.979
408	2095191.059
409	2086978.681
410	2080650.761
411	2077001.064
412	2074564.528
413	2072850.097
414	2070085.727
415	2066741.914
416	2058468.649
417	2053993.541
418	2049621.244
419	2048298.935
420	2039721.645
421	2035640.126
422	2028605.75
423	2027023.162
424	2021393.43
425	2013883.629
426	2006490.185
427	2002216.151
428	1996365.156
429	1991057.569
430	1990681.544
431	1985857.212
432	1981876.614
433	1975439.94
434	1969774.25
435	1964267.422
436	1960225.89
437	1955124.853
438	1950520.124
439	1944869.101
440	1938139.538
441	1933604.298
442	1926196.358
443	1919601.57
444	1916913.1
445	1909622.162
446	1904573.804
447	1899128.567
448	1894946.661
449	1891351.935
450	1888181.559
451	1884709.878
452	1879196.873
453	1875606.553
454	1873734.077
455	1870970.071
456	1866345.621
457	1862723.767
458	1857796.276
459	1855187.786
460	1849729.522
461	1848602.669
462	1845681.569
463	1843598.168
464	1839656.892
465	1833292.824
466	1825666.639
467	1822395.812
468	1819263.488
469	1818017.402
470	1812842.113
471	1809770.661
472	1805076.222
473	1800154.725
474	1794324.532
475	1791821.952
476	1788010.192
477	1785157.866
478	1781648.275
479	1777184.245
480	1774269.921
481	1771880.964
482	1764484.8
483	1760634.292
484	1755020.239
485	1752436.032
486	1750773.32
487	1745886.947
488	1742620.78
489	1739570.367
490	1735472.279
491	1728998.87
492	1726084.994
493	1721878.834
494	1718468.694
495	1714491.366
496	1711778.968
497	1709200.846
498	1704723.894
499	1699942.358
500	1694671.543
501	1691562.936
502	1690311.976
503	1688497.168
504	1683921.16
505	1679317.885
506	1678806.363
507	1672822.046
508	1672759.256
509	1669449.689
510	1666935.78
511	1660294.33
512	1657391.409
513	1654433.244
514	1652233.426
515	1647606.045
516	1644111.936
517	1640875.041
518	1637904.537
519	1634391.836
520	1631920.316
521	1627470.811
522	1623102.343
523	1619796.658
524	1616835.062
525	1611901.856
526	1608332.83
527	1603854.5
528	1600840.857
529	1598934.26
530	1596043.43
531	1594100.012
532	1591634.454
533	1588321.315
534	1585916.872
535	1583383.771
536	1579256.612
537	1573581.257
538	1570990.961
539	1568572.5
540	1565793.606
541	1563140.175
542	1563113.959
543	1561081.233
544	1559085.003
545	1554081.507
546	1550456.08
547	1548753.824
548	1548723.367
549	1546556.922
550	1543847.045
551	1539728.407
552	1534640.965
553	1531401.775
554	1529772.476
555	1527152.623
556	1527027.656
557	1522238.244
558	1518874.236
559	1518847.359
560	1515649.411
561	1512672.259
562	1509930.682
563	1507152.426
564	1503642.843
565	1501951.55
566	1499374.366
567	1496984.102
568	1493589.946
569	1491597.757
570	1486613.618
571	1484454.299
572	1480857.216
573	1480833.256
574	1480812.291
575	1477121.484
576	1477065.987
577	1473501.887
578	1473488.374
579	1473474.768
580	1471027.345
581	1471009.697
582	1470836.685
583	1468758.805
584	1465634.59
585	1461620.172
586	1461608.436
587	1459692.123
588	1457378.849
589	1457367.71
590	1457357.224
591	1454417.821
592	1452480.798
593	1450625.259
594	1448629.301
595	1446345.59
596	1445101.465
597	1441473.322
598	1438224.11
599	1436690.805
600	1434808.825
601	1432381.201
602	1427858.265
603	1427801.839
604	1421984.712
605	1418229.468
606	1415669.653
607	1413843.899
608	1408013.637
609	1406355.412
610	1402961.504
611	1400670.717
612	1397705.004
613	1396209.404
614	1394243.831
615	1391881.166
616	1389312.087
617	1387631.972
618	1384719.103
619	1381797.215
620	1377248.469
621	1373906.136
622	1371495.362
623	1365881.355
624	1363812.673
625	1361005.879
626	1358459.364
627	1356446.918
628	1352371.32
629	1351333.194
630	1349183.004
631	1346791.964
632	1343405.442
633	1342376.718
634	1339420.821
635	1337102.463
636	1334670.005
637	1332457.157
638	1330553.928
639	1327332.362
640	1324504.28
641	1321648.545
642	1319826.647
643	1317349.934
644	1314290.583
645	1312069.379
646	1311253.237
647	1308730.519
648	1305560.945
649	1303612.378
650	1300142.512
651	1297745.665
652	1294279.432
653	1291654.285
654	1290035.134
655	1287498.62
656	1284306.087
657	1281186.212
658	1277465.597
659	1275566.571
660	1272242.643
661	1270424.238
662	1267996.576
663	1267921.792
664	1265216.805
665	1261491.79
666	1259079.147
667	1257873.158
668	1256974.717
669	1255050.815
670	1252792.499
671	1249926.68
672	1248588.086
673	1247681.412
674	1245257.422
675	1245244.546
676	1244173.212
677	1242249.189
678	1240031.735
679	1238998.874
680	1237575.161
681	1236030.213
682	1233658.633
683	1229246.128
684	1226925.714
685	1224447.906
686	1222984.048
687	1221740.469
688	1220091.157
689	1218689.289
690	1215673.843
691	1213452.053
692	1209973.956
693	1208231.49
694	1204808.662
695	1202428.907
696	1200587.407
697	1198510.573
698	1194259.386
699	1191493.567
700	1188844.94
701	1187511.747
702	1185476.123
703	1184421.893
704	1183127.869
705	1181271.012
706	1180142.199
707	1178170.773
708	1177453.334
709	1175580.928
710	1172994.006
711	1170774.226
712	1168696.396
713	1166853.529
714	1165577.103
715	1162875.014
716	1161206.799
717	1160806.456
718	1159077.557
719	1158374.2
720	1156875.3
721	1154896.745
722	1151640.181
723	1149544.718
724	1147611.537
725	1145951.401
726	1144408.428
727	1142844.651
728	1140113.247
729	1138011.811
730	1135423.968
731	1134366.988
732	1132682.68
733	1132386.785
734	1132203.492
735	1129560.857
736	1127006.559
737	1125533.917
738	1124207.823
739	1122756.694
740	1121240.247
741	1119406.422
742	1118508.188
743	1115030.138
744	1113156.428
745	1111126.511
746	1110335.772
747	1108197.298
748	1107415.034
749	1106313.144
750	1104143.792
751	1101756.872
752	1100001.112
753	1097945.088
754	1095951.373
755	1094955.585
756	1092580.868
757	1091360.608
758	1090168.165
759	1088121.413
760	1086264.416
761	1084078.112
762	1082808.218
763	1081163.62
764	1077658.882
765	1075288.703
766	1073942.906
767	1071621.613
768	1069467.727
769	1068318.085
770	1066770.876
771	1065358.551
772	1063307.774
773	1061799.169
774	1059213.783
775	1057452.54
776	1055442.265
777	1054226.374
778	1053583.366
779	1052334.824
780	1051234.042
781	1050066.347
782	1048954.17
783	1048918.926
784	1047661.791
785	1046713.908
786	1045097.47
787	1043865.43
788	1042366.191
789	1039905.297
790	1038472.493
791	1038373.469
792	1036585.107
793	1035536.164
794	1034939.463
795	1033391.279
796	1032302.816
797	1031071.879
798	1029728.813
799	1029271.478
800	1026955.505
801	1025246.756
802	1023109.911
803	1021640.529
804	1020314.454
805	1017909.539
806	1016196.796
807	1015175.604
808	1013515.23
809	1011677.875
810	1009492.248
811	1008558.416
812	1006684.713
813	1004531.173
814	1002289.062
815	1000671.096
816	998015.9772
817	996953.6841
818	995361.1169
819	993910.7874
820	993311.7966
821	992710.5682
822	991746.4899
823	990118.2321
824	989054.1031
825	987273.272
826	985880.0871
827	984625.3846
828	982778.4937
829	981522.8617
830	980187.3264
831	978331.8861
832	976985.7002
833	975585.8396
834	974951.9537
835	972730.3913
836	971442.3706
837	970000.0149
838	969044.4963
839	967291.5601
840	965973.9978
841	964640.1525
842	964095.7495
843	963226.623
844	962430.4257
845	961257.2998
846	959735.913
847	958302.6561
848	956289.0319
849	953141.9414
850	951529.9029
851	950166.8116
852	949162.2595
853	946975.7036
854	946725.3
855	945357.0752
856	943828.3452
857	942754.234
858	940597.4585
859	939684.1883
860	938189.6055
861	936378.7682
862	933160.8224
863	932607.4229
864	931529.1021
865	929649.0365
866	928369.4935
867	926946.4838
868	926248.6626
869	925348.4559
870	924271.4535
871	923447.3811
872	921728.5784
873	920366.3391
874	918831.5765
875	917584.7959
876	916411.4722
877	915339.6725
878	914341.5483
879	913414.3881
880	912887.3583
881	911200.9531
882	909948.3347
883	907806.9917
884	905315.7078
885	903417.6827
886	902226.9523
887	899714.0338
888	897013.3421
889	895831.207
890	894387.6211
891	892802.0529
892	891167.3105
893	890106.6358
894	888817.4195
895	888255.5374
896	887270.3853
897	886448.0706
898	885599.0738
899	884296.1299
900	883457.8758
901	883031.8625
902	881886.3387
903	880574.2651
904	879690.1089
905	878002.8979
906	877520.994
907	876464.4778
908	875721.9539
909	875224.3163
910	874399.4845
911	873352.5217
912	872551.7077
913	872421.201
914	870437.3327
915	869984.9899
916	869405.585
917	868453.3033
918	867392.8426
919	866605.0096
920	865538.7844
921	864460.0279
922	863549.749
923	862757.0755
924	861406.1422
925	860300.2769
926	859186.1538
927	858785.3677
928	857162.171
929	856258.4371
930	855751.0386
931	855055.0111
932	853787.5966
933	853359.2214
934	852965.6712
935	852588.366
936	851712.6554
937	850523.8136
938	849604.456
939	847355.0428
940	846471.3934
941	846053.0503
942	844144.0366
943	843645.446
944	843296.8121
945	843168.3545
946	842247.8577
947	841355.6937
948	840709.1978
949	839922.8093
950	838887.027
951	838102.7955
952	836602.3466
953	835758.4058
954	834993.5196
955	833533.5223
956	832725.0698
957	831891.455
958	830679.0178
959	828994.6633
960	827244.1679
961	826807.0305
962	826007.2376
963	824762.7363
964	823422.8204
965	822326.9441
966	821335.3769
967	820406.2065
968	819471.3848
969	817410.2212
970	816410.1274
971	815225.3347
972	814466.7154
973	813419.6157
974	812337.8513
975	810995.1364
976	810147.9697
977	809454.9733
978	809004.0152
979	808111.6098
980	806414.3524
981	805669.1163
982	805022.5909
983	804095.4771
984	803441.7979
985	802741.6996
986	801900.1609
987	800870.3793
988	800276.7316
989	799571.832
990	798686.827
991	797635.1237
992	796503.4826
993	795196.7551
994	794084.5682
995	792856.7156
996	791738.7432
997	790897.8591
998	790136.3907
999	788884.2929
